Date,Value
2024-06-20,2.2395
2024-06-21,2.2541
2024-06-24,2.2554
2024-06-25,2.2365
2024-06-26,2.2217
2024-06-27,2.2143
2024-06-28,2.2057
2024-07-01,2.184
2024-07-02,2.2454
2024-07-03,2.2366
2024-07-04,2.2445
2024-07-05,2.2596
2024-07-08,2.2947
2024-07-09,2.2708
2024-07-10,2.2665
2024-07-11,2.2644
2024-07-12,2.2503
2024-07-15,2.2503
2024-07-16,2.2676
2024-07-17,2.2543
2024-07-18,2.2595
2024-07-19,2.2576
2024-07-22,2.24
2024-07-23,2.2331
2024-07-24,2.227
2024-07-25,2.2196
2024-07-26,2.1801
2024-07-29,2.1693
2024-07-30,2.1431
2024-07-31,2.1357
2024-08-01,2.1354
2024-08-02,2.1161
2024-08-05,2.1105
2024-08-06,2.1493
2024-08-07,2.1307
2024-08-08,2.1482
2024-08-09,2.1784
2024-08-12,2.2349
2024-08-13,2.225
2024-08-14,2.171
2024-08-15,2.1734
2024-08-16,2.1742
2024-08-19,2.1761
2024-08-20,2.1641
2024-08-21,2.1701
2024-08-22,2.1581
2024-08-23,2.1518
2024-08-26,2.1416
2024-08-27,2.1602
2024-08-28,2.172
2024-08-29,2.1599
2024-08-30,2.1704
2024-09-02,2.1489
2024-09-03,2.1367
2024-09-04,2.1359
2024-09-05,2.1229
2024-09-06,2.1344
2024-09-09,2.1332
2024-09-10,2.1198
2024-09-11,2.1056
2024-09-12,2.099
2024-09-13,2.0865
2024-09-14,2.0399
2024-09-18,2.0425
2024-09-19,2.0286
2024-09-20,2.0429
2024-09-23,2.0342
2024-09-24,2.0359
2024-09-25,2.0503
2024-09-26,2.0414
2024-09-27,2.1158
2024-09-29,2.22
2024-09-30,2.1908
2024-10-08,2.1532
2024-10-09,2.1686
2024-10-10,2.144
2024-10-11,2.1072
2024-10-12,2.1194
2024-10-14,2.1183
2024-10-15,2.1215
2024-10-16,2.1042
2024-10-17,2.1024
2024-10-18,2.0841
2024-10-21,2.1085
2024-10-22,2.1048
2024-10-23,2.1371
2024-10-24,2.1228
2024-10-25,2.1399
2024-10-28,2.1405
2024-10-29,2.1345
2024-10-30,2.1286
2024-10-31,2.1341
2024-11-01,2.1436
2024-11-04,2.1247
2024-11-05,2.1204
2024-11-06,2.1031
2024-11-07,2.1094
2024-11-08,2.0998
2024-11-11,2.0946
2024-11-12,2.0761
2024-11-13,2.0744
2024-11-14,2.0828
2024-11-15,2.0772
2024-11-18,2.1007
2024-11-19,2.1016
2024-11-20,2.0963
2024-11-21,2.0902
2024-11-22,2.0775
2024-11-25,2.0705
2024-11-26,2.0622
2024-11-27,2.0575
2024-11-28,2.0605
2024-11-29,2.0331
2024-12-02,2.0077
2024-12-03,1.982
2024-12-04,1.9697
2024-12-05,1.9572
2024-12-06,1.9486
2024-12-09,1.9368
2024-12-10,1.8655
2024-12-11,1.8543
2024-12-12,1.8169
2024-12-13,1.7735
2024-12-16,1.7204
2024-12-17,1.7309
2024-12-18,1.7169
2024-12-19,1.7458
2024-12-20,1.7235
2024-12-23,1.6856
2024-12-24,1.6994
2024-12-25,1.7319
2024-12-26,1.7345
2024-12-27,1.705
2024-12-30,1.7056
2024-12-31,1.6774
2025-01-02,1.6369
2025-01-03,1.5895
2025-01-06,1.6041
2025-01-07,1.5973
2025-01-08,1.6018
2025-01-09,1.6127
2025-01-10,1.6712
2025-01-13,1.6442
2025-01-14,1.6502
2025-01-15,1.6268
2025-01-16,1.642
2025-01-17,1.6425
2025-01-20,1.665
2025-01-21,1.6753
2025-01-22,1.6554
2025-01-23,1.662
2025-01-24,1.6779
2025-01-26,1.6536
2025-01-27,1.645
2025-02-05,1.646
2025-02-06,1.6335
2025-02-07,1.6287
2025-02-08,1.6366
2025-02-10,1.6264
2025-02-11,1.6352
2025-02-12,1.6311
2025-02-13,1.6382
2025-02-14,1.6486
2025-02-17,1.6787
2025-02-18,1.7216
2025-02-19,1.6992
2025-02-20,1.7021
2025-02-21,1.7317
2025-02-24,1.77
2025-02-25,1.7842
2025-02-26,1.7659
2025-02-27,1.7741
2025-02-28,1.8
2025-03-03,1.722
2025-03-04,1.7049
2025-03-05,1.7038
2025-03-06,1.7301
2025-03-07,1.7688











































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































