,Date,Value
1361,20190409,4.31
1362,20190410,4.31
1363,20190411,4.31
1364,20190412,4.31
1365,20190415,4.31
1366,20190416,4.31
1367,20190417,4.31
1368,20190418,4.31
1369,20190419,4.31
1370,20190422,4.31
1371,20190423,4.31
1372,20190424,4.31
1373,20190425,4.31
1374,20190426,4.31
1375,20190428,4.31
1376,20190429,4.31
1377,20190430,4.31
1378,20190505,4.31
1379,20190506,4.31
1380,20190508,4.31
1381,20190509,4.31
1382,20190510,4.31
1383,20190513,4.31
1384,20190514,4.31
1385,20190515,4.31
1386,20190516,4.31
1387,20190517,4.31
1388,20190520,4.31
1389,20190521,4.31
1390,20190522,4.31
1391,20190523,4.31
1392,20190524,4.31
1393,20190527,4.31
1394,20190528,4.31
1395,20190529,4.31
1396,20190530,4.31
1397,20190531,4.31
1398,20190603,4.31
1399,20190604,4.31
1400,20190605,4.31
1401,20190606,4.31
1402,20190610,4.31
1403,20190611,4.31
1404,20190612,4.31
1405,20190613,4.31
1406,20190614,4.31
1407,20190617,4.31
1408,20190618,4.31
1409,20190619,4.31
1410,20190620,4.31
1411,20190621,4.31
1412,20190624,4.31
1413,20190625,4.31
1414,20190626,4.31
1415,20190627,4.31
1416,20190628,4.31
1417,20190701,4.31
1418,20190702,4.31
1419,20190703,4.31
1420,20190704,4.31
1421,20190705,4.31
1422,20190708,4.31
1423,20190709,4.31
1424,20190710,4.31
1425,20190711,4.31
1426,20190712,4.31
1427,20190715,4.31
1428,20190716,4.31
1429,20190717,4.31
1430,20190718,4.31
1431,20190719,4.31
1432,20190722,4.31
1433,20190723,4.31
1434,20190724,4.31
1435,20190725,4.31
1436,20190726,4.31
1437,20190729,4.31
1438,20190730,4.31
1439,20190731,4.31
1440,20190801,4.31
1441,20190802,4.31
1442,20190805,4.31
1443,20190806,4.31
1444,20190807,4.31
1445,20190808,4.31
1446,20190809,4.31
1447,20190812,4.31
1448,20190813,4.31
1449,20190814,4.31
1450,20190815,4.31
1451,20190816,4.31
1452,20190820,4.25
1453,20190920,4.2
1454,20191021,4.2
1455,20191120,4.15
1456,20191220,4.15
1457,20200120,4.15
1458,20200220,4.05
1459,20200320,4.05
1460,20200420,3.85
1461,20200520,3.85
1462,20200622,3.85
1463,20200720,3.85
1464,20200820,3.85
1465,20200921,3.85
1466,20201020,3.85
1467,20201120,3.85
1468,20201221,3.85
1469,20210120,3.85
1470,20210220,3.85
1471,20210322,3.85
1472,20210420,3.85
1473,20210520,3.85
1474,20210621,3.85
1475,20210720,3.85
1476,20210820,3.85
1477,20210922,3.85
1478,20211020,3.85
1479,20211122,3.85
1480,20211220,3.8
1481,20220120,3.7
1482,20220221,3.7
1483,20220321,3.7
1484,20220420,3.7
1485,20220520,3.7
1486,20220620,3.7
1487,20220720,3.7
1488,20220822,3.65
1489,20220920,3.65
1490,20221020,3.65
1491,20221121,3.65
1492,20221220,3.65
1493,20230120,3.65
1494,20230220,3.65
1495,20230320,3.65
1496,20230420,3.65
1497,20230522,3.65
1498,20230620,3.55
1499,20230720,3.55
1500,20230821,3.45
1501,20230920,3.45
1502,20231020,3.45
1503,20231120,3.45
1504,20231220,3.45
1505,20240122,3.45
1506,20240220,3.45
1507,20240320,3.45
1508,20240422,3.45
1509,20240520,3.45
1510,20240620,3.45
1511,20240722,3.35
1512,20240820,3.35
1513,20240920,3.35
1514,20241021,3.1
1515,20241120,3.1
1516,20241220,3.1
1517,20250120,3.1
1518,20250220,3.1
